Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
2015.0,Unprovoked,USA,Hawaii,La'aloa Beach Park,paddling,M,71.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,surfing,M,43.0,N
2015.0,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,diving,M,32.0,N
2015.0,Unprovoked,ARUBA,,Boat capsized,other,M,58.0,Y
2015.0,Boating,AUSTRALIA,New South Wales,Lake Macquarie,fishing,Unknown,,N
2015.0,Unprovoked,BAHAMAS,,Off Andros Island,fishing,M,26.0,N
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,swimming,F,22.0,N
2015.0,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",other,M,55.0,N
2015.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,M,,N
2015.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",swimming,F,,N
2015.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",surfing,M,28.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,East Ballina,surfing,M,20.0,N
2015.0,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",swimming,M,54.0,N
2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",wading,F,28.0,N
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,fishing,M,19.0,N
2015.0,Unprovoked,AUSTRALIA,Western Australia,Bald Island,fishing,M,50.0,N
2015.0,Unprovoked,USA,Hawaii,"Malaka, Oahu",surfing,M,10.0,N
2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,surfing,M,42.0,N
2015.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,M,21.0,N
2015.0,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",surfing,M,21.0,N
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",fishing,F,35.0,Y
2015.0,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",swimming,M,44.0,N
2015.0,Boating,USA,California,"Off Leffingwell Landing, San Luis Obispo County",fishing,M,,N
2015.0,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",surfing,F,9.0,N
2015.0,Unprovoked,USA,Hawaii,"Leftovers, Oahu",surfing,M,25.0,N
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",fishing,M,,N
2015.0,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,surfing,M,18.0,N
2015.0,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",surfing,M,22.0,N
2015.0,Unprovoked,USA,Texas,Galveston,wading,M,13.0,N
2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2015.0,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",surfing,M,22.0,N
2015.0,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",other,F,7.0,N
2015.0,Boating,USA,California,"Horseshoe Rock, Santa Barbara County",fishing,M,,N
2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2015.0,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",fishing,M,27.0,N
2015.0,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",wading,M,12.0,N
2015.0,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",other,M,16.0,N
2015.0,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",fishing,M,,N
2015.0,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",swimming,M,,N
2015.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",surfing,M,20.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,surfing,M,42.0,N
2015.0,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",paddling,F,50.0,N
2015.0,Provoked,USA,California,"Deer Creek Beach, Ventura County",fishing,M,29.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,surfing,M,62.0,N
2015.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",unknown,M,,N
2015.0,Unprovoked,THAILAND,Phuket,Karon Beach,wading,F,37.0,N
2015.0,Unprovoked,FIJI,,,fishing,M,,N
2015.0,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",surfing,F,54.0,N
2015.0,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",surfing,M,21.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,surfing,M,38.0,N
2015.0,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",surfing,M,15.0,N
2015.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",other,F,10.0,N
2015.0,Boating,USA,California,Santa Barbara County,fishing,M,22.0,N
2015.0,Provoked,USA,California,Cortes Bank,fishing,M,57.0,N
2015.0,"Valid, but unknown",AUSTRALIA,New South Wales,Evans Head,surfing,M,52.0,N
2015.0,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,surfing,M,47.0,N
2015.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,M,25.0,N
2015.0,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",diving,M,46.0,Y
2015.0,Provoked,USA,California,"La Jolla, San Diego County",fishing,M,31.0,N
2015.0,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,surfing,M,40.0,N
2015.0,Unprovoked,REUNION,,St. Leu,surfing,M,45.0,N
2015.0,"Valid, but unknown",SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,surfing,M,34.0,N
2015.0,Unprovoked,USA,California,"Huntington Beach, Orange County",surfing,M,38.0,N
2015.0,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",fishing,F,23.0,N
2015.0,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",unknown,M,32.0,N
2015.0,"Valid, but unknown",AUSTRALIA,New South Wales,Lennox Head,surfing,M,52.0,N
2015.0,"Valid, but unknown",AUSTRALIA,New South Wales,East Ballina,surfing,M,32.0,N
2015.0,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",swimming,M,68.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",surfing,M,,N
2015.0,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",other,M,12.0,N
2015.0,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",swimming,M,18.0,N
2015.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,surfing,M,19.0,N
2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",surfing,M,23.0,N
2015.0,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",standing,M,43.0,N
2015.0,Provoked,AUSTRALIA,Western Australia,Rottnest Island,swimming,M,19.0,N
2015.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",surfing,M,47.0,N
2015.0,Unprovoked,USA,North Carolina,Surf City,swimming,M,6.0,N
2015.0,"Valid, but unknown",AUSTRALIA,Western Australia,Denmark,surfing,F,37.0,N
2015.0,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",standing,M,9.0,N
2015.0,Unprovoked,PUERTO RICO,,Off Cabo Rojo,fishing,M,36.0,N
2015.0,Unprovoked,USA,Florida,Daytona Beach Shores,swimming,M,10.0,N
2015.0,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",wading,M,16.0,N
2015.0,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",wading,F,12.0,N
2015.0,Unprovoked,USA,California,Off San Diego,unknown,F,,N
2015.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",surfing,F,13.0,N
2015.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",other,M,11.0,N
2015.0,Unprovoked,USA,Florida,Fort Lauderdale,other,F,17.0,N
2015.0,Unprovoked,REUNION,Le Port,Folette,surfing,M,47.0,N
2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",standing,F,14.0,N
2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,F,19.0,N
2015.0,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,fishing,M,19.0,N
2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",swimming,F,13.0,N
2015.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2015.0,Unprovoked,USA,South Carolina,Sullivan's Island,unknown,M,30.0,N
2015.0,Unprovoked,NEW CALEDONIA,,Kouare ,other,M,50.0,Y
2015.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",swimming,M,,N
2015.0,"Valid, but unknown",AUSTRALIA,New South Wales,Saltwater Beach,surfing,M,,N
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,diving,M,29.0,N
2015.0,Unprovoked,USA,Hawaii,Kanahena Cove ,other,F,65.0,Y
2015.0,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",wading,M,63.0,N
2015.0,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,surfing,M,26.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",surfing,M,71.0,N
2015.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",other,M,48.0,N
2015.0,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,surfing,M,13.0,Y
2015.0,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,paddling,M,,N
2015.0,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",fishing,M,70.0,N
2015.0,Boating,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,fishing,M,36.0,N
2015.0,Unprovoked,EGYPT,,Marsa Alam,swimming,M,52.0,Y
2015.0,Unprovoked,USA,Hawaii,Hapuna Beach,standing,M,58.0,N
2015.0,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,other,M,9.0,N
2015.0,Boating,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",fishing,M,,N
2015.0,Provoked,MEXICO,Sinaloa,Mazlatan,fishing,M,36.0,N
2015.0,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",other,M,,N
2015.0,"Valid, but unknown",ATLANTIC OCEAN,,,other,Unknown,,N
2015.0,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,swimming,F,22.0,Y
2015.0,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,surfing,M,41.0,Y
2015.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",surfing,M,35.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,surfing,M,,N
2015.0,Boating,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",other,M,57.0,N
2015.0,Provoked,USA,Hawaii,Lahaina,fishing,M,20.0,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,surfing,M,,N
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,swimming,M,24.0,N
2015.0,"Valid, but unknown",USA,Florida,Off Panama City,fishing,M,,N
2015.0,Boating,AUSTRALIA,New South Wales,Off Blacksmith Beach,fishing,M,,N
2015.0,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",other,M,17.0,N
2015.0,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",other,F,34.0,N
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,surfing,M,15.0,N
2015.0,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",unknown,M,12.0,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,surfing,Unknown,,N
2014.0,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,fishing,M,17.0,Y
2014.0,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",surfing,M,50.0,N
2014.0,Provoked,AUSTRALIA,Victoria,Paradise Beach,fishing,M,,N
2014.0,Unprovoked,JAPAN,,,diving,M,,N
2014.0,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,fishing,M,17.0,Y
2014.0,Provoked,SPAIN,Granada,Off Motril,fishing,M,,N
2014.0,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",surfing,M,13.0,N
2014.0,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,fishing,M,39.0,Y
2014.0,"Valid, but unknown",AUSTRALIA,Western Australia,Freo,fishing,M,,N
2014.0,"Valid, but unknown",USA,California,"Franklin Point, San Mateo County",unknown,Unknown,,N
2014.0,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",surfing,M,44.0,N
2014.0,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",other,M,53.0,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,surfing,M,,N
2014.0,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",surfing,M,18.0,N
2014.0,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",surfing,F,34.0,N
2014.0,Provoked,AUSTRALIA,New South Wales,Wallabi Point,surfing,M,20.0,N
2014.0,Unprovoked,USA,Hawaii,"Kihei, Maui",paddling,F,,N
2014.0,Unprovoked,USA,Hawaii,"Kahului, Maui",paddling,M,,N
2014.0,Boating,USA,California,"Leadbetter Beach, Santa Barbara County",other,F,,N
2014.0,Unprovoked,USA,Hawaii,"Maalaea, South Maui",surfing,M,,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,surfing,F,13.0,N
2014.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",standing,F,7.0,N
2014.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,F,,N
2014.0,Boating,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",other,M,,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,29.0,N
2014.0,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",fishing,F,40.0,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,15.0,N
2014.0,Boating,USA,California,Santa Barbara County,other,M,,N
2014.0,"Valid, but unknown",USA,California,Santa Barbara County,other,M,,N
2014.0,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",surfing,M,28.0,N
2014.0,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",surfing,M,23.0,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,,N
2014.0,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,other,F,36.0,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",swimming,M,50.0,Y
2014.0,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",fishing,M,43.0,N
2014.0,Boating,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",other,F,,N
2014.0,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",fishing,M,52.0,N
2014.0,Unprovoked,SPAIN,Catalonia,Salou,other,M,16.0,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,F,13.0,N
2014.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,17.0,N
2014.0,Provoked,USA,Maryland,Assateague National Seashore,fishing,M,33.0,N
2014.0,Unprovoked,SPAIN,Alicante,Benidorm,swimming,F,,N
2014.0,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",surfing,M,29.0,N
2014.0,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",standing,F,,N
2014.0,Provoked,USA,Florida,Apalachicola Bay ,fishing,M,,N
2014.0,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",surfing,Unknown,,N
2014.0,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,fishing,M,31.0,N
2014.0,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",standing,M,,N
2014.0,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",unknown,M,26.0,N
2014.0,Unprovoked,BAHAMAS,,,fishing,M,,N
2014.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",swimming,F,10.0,N
2014.0,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",swimming,M,7.0,N
2014.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",surfing,M,10.0,N
2014.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",swimming,F,45.0,N
2014.0,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",surfing,M,,N
2014.0,Unprovoked,USA,Florida,"Table Beach, Brevard County",surfing,M,8.0,N
2014.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Muizenberg,surfing,M,20.0,N
2014.0,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",swimming,M,,N
2014.0,Unprovoked,REUNION,Saint-Leu,,surfing,M,51.0,N
2014.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",standing,M,8.0,N
2014.0,Unprovoked,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",wading,Unknown,,N
2014.0,Unprovoked,USA,Hawaii,"Paia Bay, Maui",swimming,M,61.0,N
2014.0,Unprovoked,USA,Florida,Okaloosa Island,swimming,M,39.0,N
2014.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",surfing,M,,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2014.0,Provoked,USA,California,"Manhattan Beach, Los Angeles County",swimming,M,,N
2014.0,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",surfing,M,,N
2014.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",surfing,M,19.0,N
2014.0,Boating,ST. MARTIN,,20 miles from shore,other,M,48.0,N
2014.0,Unprovoked,BAHAMAS,Abaco Islands,,fishing,M,42.0,N
2014.0,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",surfing,M,,N
2014.0,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",surfing,M,15.0,N
2014.0,Provoked,AUSTRALIA,Western Australia,Horizontal Falls,other,M,,N
2014.0,Unprovoked,BRAZIL,,500 km off the coast of Pernambuco,fishing,M,43.0,N
2014.0,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",standing,M,16.0,N
2014.0,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",surfing,M,39.0,N
2014.0,Unprovoked,JAPAN,Atsumi peninsula,Aichi,surfing,M,43.0,N
2014.0,Unprovoked,USA,Texas,"West Beach, Galveston",other,F,14.0,N
2014.0,Unprovoked,USA,Florida,Fort Lauderdale,swimming,F,22.0,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",surfing,M,,N
2014.0,Unprovoked,USA,Palmyra Atoll,,other,F,37.0,N
2014.0,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,other,F,29.0,N
2014.0,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island,diving,M,,N
2014.0,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,other,M,10.0,N
2014.0,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",surfing,F,38.0,N
2014.0,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",surfing,M,35.0,N
2014.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",wading,F,44.0,N
2014.0,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",swimming,F,40.0,N
2014.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Simonstown,diving,Unknown,,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,23.0,N
2014.0,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",fishing,M,,N
2014.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",swimming,M,42.0,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,25.0,N
2014.0,"Valid, but unknown",SOUTH AFRICA,,,other,Unknown,,N
2014.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,fishing,M,,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,,N
2014.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,Tathra,swimming,F,63.0,Y
2014.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",swimming,M,66.0,Y
2014.0,Unprovoked,USA,Florida,Delray Beach,surfing,M,,N
2014.0,Unprovoked,USA,Florida,Macarthur State Park,surfing,M,9.0,N
2014.0,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,,surfing,M,42.0,N
2014.0,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,surfing,M,42.0,N
2014.0,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,swimming,M,,N
2014.0,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",surfing,M,21.0,N
2014.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,surfing,M,21.0,N
2014.0,Boating,PAPUA NEW GUINEA,,,other,M,21.0,N
2014.0,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",fishing,M,28.0,Y
2014.0,Provoked,TRINIDAD & TOBAGO,Trinidad,,fishing,M,,N
2014.0,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,surfing,M,28.0,N
2014.0,Provoked,AUSTRALIA,New South Wales,Umina Beach,fishing,M,,N
2014.0,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,fishing,M,24.0,N
2014.0,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,other,M,31.0,N
2014.0,Unprovoked,USA,Hawaii,,diving,M,,N
2014.0,Boating,NEW ZEALAND,,Stewart Island,other,Unknown,,N
2013.0,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",other,M,37.0,N
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,surfing,M,19.0,N
2013.0,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,,fishing,M,35.0,N
2013.0,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",surfing,M,29.0,N
2013.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",surfing,M,30.0,N
2013.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",surfing,M,26.0,N
2013.0,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",fishing,M,57.0,Y
2013.0,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbells Beach, ",surfing,M,19.0,Y
2013.0,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",other,F,58.0,N
2013.0,Unprovoked,AUSTRALIA,Western Australia,Gracetown,surfing,M,35.0,Y
2013.0,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",surfing,M,25.0,N
2013.0,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",surfing,M,,N
2013.0,Provoked,BAHAMAS,,Off Cape Eleuthera,fishing,M,77.0,N
2013.0,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",surfing,M,16.0,N
2013.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",surfing,M,,N
2013.0,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",surfing,M,46.0,N
2013.0,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,other,F,60.0,N
2013.0,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,surfing,M,24.0,N
2013.0,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",diving,M,,N
2013.0,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,surfing,M,41.0,N
2013.0,Unprovoked,USA,Hawaii,"Waiehu, Maui",diving,M,45.0,N
2013.0,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",surfing,M,25.0,N
2013.0,Unprovoked,USA,Florida,Miami Beach,wading,M,6.0,N
2013.0,"Valid, but unknown",SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",swimming,M,74.0,Y
2013.0,"Valid, but unknown",AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",diving,M,55.0,N
2013.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",surfing,M,45.0,N
2013.0,Unprovoked,USA,Florida,"Destin, Okaloosa County",wading,M,12.0,N
2013.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,50.0,N
2013.0,Unprovoked,ISRAEL,Southern District,Ashdod,diving,M,27.0,N
2013.0,Unprovoked,USA,Florida,"Panama City, Bay County",standing,M,7.0,N
2013.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",swimming,M,45.0,N
2013.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",surfing,M,,N
2013.0,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",swimming,M,21.0,N
2013.0,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",surfing,F,13.0,N
2013.0,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",unknown,F,,UNKNOWN
2013.0,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",surfing,M,43.0,N
2013.0,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",standing,M,25.0,N
2013.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",swimming,M,17.0,N
2013.0,Provoked,USA,Florida,Key West Aquarium,unknown,M,3.0,N
2013.0,Unprovoked,BAHAMAS,,,unknown,M,,N
2013.0,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",other,M,9.0,N
2013.0,Unprovoked,BAHAMAS,,Freetown Beach,fishing,M,,N
2013.0,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",swimming,M,,N
