Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
2004.0,Unprovoked,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,surfing,M,28.0,N
2004.0,Unprovoked,BRAZIL,Pernambuco,Piedade ,swimming,M,22.0,Y
2004.0,Unprovoked,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",diving,M,,N
2004.0,Boating,NEW ZEALAND,North Island,Motunui,fishing,Unknown,,N
2004.0,Unprovoked, TONGA,Nuku'alofa,30 nautical miles offshore,fishing,M,,Y
2004.0,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",surfing,M,57.0,Y
2004.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",surfing,M,16.0,N
2004.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",unknown,M,26.0,N
2004.0,Unprovoked,USA,Florida,"Stuart Rocks, Martin County",surfing,M,20.0,N
2004.0,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,surfing,M,22.0,N
2004.0,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",surfing,M,,N
2004.0,Unprovoked,REUNION,Saint-Benoît,Spot de la gare,surfing,M,20.0,N
2004.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",swimming,M,61.0,N
2004.0,Unprovoked,USA,Hawaii,Punaluu,other,F,,N
2004.0,Unprovoked,NEW ZEALAND,North Island,Te Arai Point,fishing,M,,N
2004.0,Unprovoked,USA,Hawaii,"Kalihiwai Beach, Kauai",surfing,M,51.0,N
2004.0,Unprovoked,AUSTRALIA,Western Australia,5 nm off Cervantes,fishing,M,47.0,N
2004.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",swimming,M,29.0,Y
2004.0,Unprovoked,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,surfing,M,15.0,N
2004.0,Unprovoked,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",swimming,M,,N
2004.0,Unprovoked,EGYPT,,"Coral Bay, Sharm-el-Sheikh",other,M,,Y
2004.0,Unprovoked,AUSTRALIA,New South Wales,Caves Beach,other,M,22.0,N
2004.0,Unprovoked,AUSTRALIA,Western Australia,Binningup,diving,M,46.0,N
2004.0,Unprovoked,URUGUAY,Rocha,Ensenada de la Coronilla,surfing,M,21.0,N
2004.0,Unprovoked,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",swimming,M,,N
2004.0,Unprovoked,VENEZUELA,Anzoategui,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",fishing,M,40.0,N
2004.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Ballito,surfing,M,,N
2004.0,Unprovoked,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,diving,M,,N
2004.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",surfing,M,22.0,N
2004.0,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,other,Unknown,,Y
2004.0,Unprovoked,AUSTRALIA,Western Australia,Redgate Beach,surfing,M,,N
2003.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,unknown,Unknown,,N
2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,M,13.0,N
2003.0,Unprovoked,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,swimming,M,45.0,Y
2003.0,Unprovoked,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,surfing,M,36.0,N
2003.0,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),swimming,M,,N
2003.0,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),swimming,M,,N
2003.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,M,21.0,Y
2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,F,35.0,N
2003.0,Unprovoked,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",swimming,M,35.0,N
2003.0,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",surfing,M,24.0,N
2003.0,Unprovoked,EGYPT,Sinai Peninsula,"Shaab Mahmud, Ras Mohamed Park",other,M,,N
2003.0,"Valid, but unknown",SOUTH AFRICA,KwaZulu-Natal,Karridene,surfing,Unknown,,N
2003.0,Unprovoked,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",standing,M,,N
2003.0,Provoked,PANAMA,Pearl Islands,,fishing,M,,N
2003.0,Unprovoked,USA,Florida,"Ponte Vedra Beach, St. Johns County",surfing,M,18.0,N
2003.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",surfing,M,22.0,N
2003.0,Unprovoked,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",surfing,F,13.0,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,46.0,N
2003.0,Unprovoked,USA,Florida,Near Patrick Air Force Base Brevard County,surfing,M,19.0,N
2003.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",surfing,F,,N
2003.0,Unprovoked,USA,Florida,"Stuart Park Beach, Martin County",surfing,M,18.0,N
2003.0,Provoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",surfing,M,30.0,N
2003.0,Unprovoked,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",surfing,M,50.0,N
2003.0,Unprovoked,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",fishing,F,41.0,N
2003.0,Unprovoked,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,wading,M,40.0,Y
2003.0,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",surfing,M,16.0,N
2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,21.0,N
2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,19.0,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17.0,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,30.0,N
2003.0,Boating,SOUTH AFRICA,Western Cape Province,Melkbosstrand,fishing,Unknown,,N
2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",surfing,M,18.0,N
2003.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",standing,M,15.0,N
2003.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,surfing,M,19.0,Y
2003.0,Unprovoked,USA,Florida,"Boca Grande, Lee County",fishing,M,,N
2003.0,Provoked,USA,Texas,1.5 miles off Surfside ,fishing,M,,N
2003.0,Unprovoked,USA,California,"Avila Beach, San Luis Obispo County",swimming,F,50.0,Y
2003.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,surfing,M,16.0,N
2003.0,Unprovoked,AUSTRALIA,Northern Territory,Nhulunbuy,surfing,M,37.0,N
2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,18.0,N
2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,F,15.0,N
2003.0,Unprovoked,BAHAMAS,Abaco Islands,Bakers Bay,fishing,M,58.0,N
2003.0,Provoked,USA,Florida,"Near New Smyrna Jetty, Volusia County",other,M,10.0,N
2003.0,Unprovoked,USA,Florida,"Canova Beach, Brevard County",surfing,M,21.0,N
2003.0,Unprovoked,BAHAMAS,Abaco Islands,10 miles west of Walkers Cay,fishing,M,39.0,N
2003.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",fishing,M,,N
2003.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Moorea,fishing,M,,N
2003.0,Unprovoked,NEW ZEALAND,Cook Islands,Beveridge Reef,other,M,,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17.0,N
2003.0,Unprovoked,USA,Florida,St Augustine Beach. St. Johns County,surfing,M,15.0,N
2003.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",unknown,M,,Y
2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",standing,F,12.0,N
2003.0,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",swimming,M,60.0,N
2003.0,Unprovoked,USA,Johnston Atoll,,swimming,M,51.0,N
2003.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",surfing,M,33.0,N
2003.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,Unknown,15.0,N
2003.0,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",surfing,M,18.0,N
2003.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",wading,M,22.0,N
2003.0,Unprovoked,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,swimming,M,20.0,N
2003.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,34.0,N
2003.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",other,F,9.0,N
2003.0,"Valid, but unknown",PHILIPPINES,Baatan,Limay,unknown,Unknown,,N
2003.0,Provoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",other,M,,N
2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",swimming,M,16.0,N
2003.0,Unprovoked,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",surfing,M,17.0,N
2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",swimming,M,7.0,N
2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County ",surfing,M,36.0,N
2003.0,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",surfing,M,17.0,N
2003.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,M,30.0,N
2003.0,Unprovoked,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",surfing,M,23.0,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County  ",other,M,11.0,N
2003.0,Unprovoked,USA,Florida,"North Beach, Patrick AFB, Brevard County",surfing,M,12.0,N
2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",swimming,M,20.0,N
2003.0,Unprovoked,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",surfing,M,28.0,N
2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,,N
2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,50.0,N
2003.0,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",other,F,,N
2003.0,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,diving,M,44.0,N
2003.0,Unprovoked,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",wading,M,37.0,N
2003.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",swimming,M,54.0,N
2003.0,Unprovoked,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",swimming,M,24.0,N
2003.0,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,swimming,M,84.0,Y
2003.0,Unprovoked,COSTA RICA,North Pacific coast,Playa Tamarindo ,surfing,M,,N
2003.0,Unprovoked,AUSTRALIA,Western Australia,Left break at the Hot Spot at Sheringa Beach,surfing,F,,N
2002.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),other,F,18.0,N
2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,other,M,25.0,N
2002.0,Unprovoked,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,diving,M,26.0,N
2002.0,Unprovoked,AUSTRALIA,Queensland,Miami Lake,swimming,M,23.0,Y
2002.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,M,19.0,Y
2002.0,Unprovoked,MICRONESIA,Caroline Islands,"Pision Reef, Truk",diving,M,,N
2002.0,Unprovoked,USA,California,"Salmon Creek, Sonoma County",surfing,M,48.0,N
2002.0,Unprovoked,USA,Hawaii,Ka'anapali,swimming,F,34.0,N
2002.0,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,other,F,41.0,N
2002.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,21.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,16.0,N
2002.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tetiaroa,fishing,M,52.0,N
2002.0,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",swimming,F,60.0,N
2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",swimming,M,36.0,Y
2002.0,Unprovoked,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",surfing,M,21.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,35.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2002.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",surfing,M,47.0,N
2002.0,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",surfing,M,32.0,N
2002.0,Unprovoked,USA,Hawaii,"Kahala, O'ahu",fishing,M,55.0,N
2002.0,Provoked,USA,Florida,"Key Largo, Monroe County",fishing,M,,N
2002.0,Provoked,TONGA,Vava'u,Swimming with humpback whales,swimming,M,,N
2002.0,Unprovoked,USA,Oregon,Cape Kiwanda,surfing,M,24.0,N
2002.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,M,35.0,N
2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",swimming,M,19.0,N
2002.0,Unprovoked,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",surfing,Unknown,,N
2002.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",surfing,M,47.0,N
2002.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,20.0,N
2002.0,Provoked,USA,Florida,"Daytona Beach Shores, Volusia County",wading,M,36.0,N
2002.0,Unprovoked,USA,Hawaii,"Kewalo Basin Channel, O'ahu",surfing,M,16.0,N
2002.0,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",swimming,F,29.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,27.0,N
2002.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",surfing,M,15.0,N
2002.0,Unprovoked,USA,Florida,"Ponce De Leon Inlet, Volusia County",standing,M,15.0,N
2002.0,Provoked,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",diving,M,30.0,N
2002.0,Unprovoked,USA,North Carolina,"Topsail Beach, Pender County",standing,M,14.0,N
2002.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",surfing,M,13.0,N
2002.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",swimming,F,15.0,N
2002.0,Provoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,19.0,N
2002.0,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",fishing,M,41.0,Y
2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",surfing,M,22.0,N
2002.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",standing,F,9.0,N
2002.0,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,surfing,M,30.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,F,11.0,N
2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",unknown,Unknown,,N
2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",other,Unknown,,Y
2002.0,Unprovoked,USA,Hawaii,"Anini Beach, Kaua'i",surfing,Unknown,,N
2002.0,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",surfing,M,28.0,N
2002.0,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,50.0,N
2002.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",swimming,M,10.0,N
2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,other,M,50.0,N
2002.0,Unprovoked,USA,California,"Stinson Beach, Marin County",surfing,M,24.0,N
2002.0,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",swimming,M,16.0,N
2002.0,Provoked,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",fishing,M,55.0,N
2002.0,Unprovoked,USA,Florida,"Atlantic Avenue, Palm Beach County",surfing,M,35.0,N
2002.0,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,surfing,M,,N
2002.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,other,M,14.0,N
2002.0,Unprovoked,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",fishing,M,31.0,N
2002.0,Unprovoked,BRAZIL,Pernambuco,"Pina, Recife",surfing,M,40.0,N
2002.0,Provoked,AUSTRALIA,Northern Territory,Darwin,fishing,M,20.0,N
2002.0,Unprovoked,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",diving,M,23.0,Y
2002.0,Unprovoked,USA,Florida,"St. Augustine Beach, St. Johns County",surfing,M,34.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,28.0,N
2002.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",swimming,M,45.0,N
2002.0,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,standing,M,43.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,41.0,N
2002.0,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",swimming,M,29.0,N
2002.0,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",surfing,M,17.0,N
2002.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",wading,F,11.0,N
2002.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",swimming,M,16.0,Y
2002.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",swimming,M,20.0,N
2002.0,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",other,M,39.0,N
2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,31.0,N
2002.0,Unprovoked,TURKS & CAICOS,,,fishing,M,,Y
2002.0,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,surfing,M,,N
2002.0,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),,unknown,M,15.0,Y
2002.0,Boating,AUSTRALIA,New South Wales,Paramatta River (near Sydney),other,M,35.0,N
2002.0,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,surfing,M,20.0,N
2002.0,Unprovoked,AUSTRALIA,Western Australia,Collie River ,swimming,M,32.0,N
2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,fishing,M,16.0,N
2002.0,Unprovoked,BRAZIL,Pernambuco,Candeias,swimming,Unknown,,Y
2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,surfing,M,26.0,N
2002.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",other,M,35.0,N
2001.0,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",surfing,M,49.0,N
2001.0,Unprovoked,USA,Hawaii,"Kapalua, Maui",surfing,Unknown,,N
2001.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,surfing,M,,N
2001.0,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,other,F,20.0,N
2001.0,Unprovoked,MEXICO,Guerrero,Ixtapa,surfing,M,26.0,N
2001.0,Boating,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",unknown,M,31.0,N
2001.0,Provoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,21.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2001.0,Unprovoked,USA,Florida,A quarter mile north of Fort Pierce Inlet,surfing,M,,N
2001.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",surfing,M,16.0,N
2001.0,Provoked,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",diving,M,,N
2001.0,Provoked,USA,Florida,"Everglades National Park, Monroe County",fishing,M,44.0,N
2001.0,Unprovoked,USA,Florida,"Key Biscayne, Dade County",other,M,13.0,N
2001.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",swimming,M,28.0,Y
2001.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",swimming,F,23.0,N
2001.0,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",wading,M,20.0,N
2001.0,Unprovoked,USA,Virginia,"Sandbridge Beach, Princess Anne County",swimming,M,10.0,Y
2001.0,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,fishing,M,44.0,N
2001.0,Unprovoked,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",standing,F,29.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,69.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2001.0,Unprovoked,USA,Florida,"Daytona, Volusia County ",surfing,M,17.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,27.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,32.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,F,17.0,N
2001.0,Unprovoked,USA,Florida,"Wilbur-by-the-Sea, Volusia County",surfing,F,17.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,20.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19.0,N
2001.0,Unprovoked,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",fishing,M,43.0,N
2001.0,Unprovoked,THAILAND,Rayong Province,Laem Mae Pim Beach,other,M,,N
2001.0,Unprovoked,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",unknown,F,,N
2001.0,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,swimming,M,36.0,N
2001.0,Boating,ITALY,,Rimini,fishing,Unknown,,N
2001.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",unknown,F,,N
2001.0,Unprovoked,USA,Florida,"Taverniier, Monroe County",unknown,M,,N
2001.0,Unprovoked,USA,Florida,"Marathon , Monroe County",unknown,F,,N
2001.0,Boating,USA,Massachusetts,Chatham Island,fishing,Unknown,,N
2001.0,Unprovoked,USA,Florida,"Santa Rosa Island, Escambia County",surfing,M,48.0,N
2001.0,Unprovoked,USA,Florida,"Amelia Island, Nassau County",surfing,M,18.0,N
2001.0,Unprovoked,MEXICO,Baja California,Ensenada,surfing,M,42.0,N
2001.0,Unprovoked,USA,Florida,Gulf Islands National Seashore,swimming,M,8.0,N
2001.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County ",unknown,Unknown,,N
2001.0,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",swimming,M,35.0,N
2001.0,Unprovoked,USA,Texas,Padre Island National Seashore,swimming,M,14.0,N
2001.0,Provoked,USA,California,Catalina Island,fishing,M,52.0,N
2001.0,Unprovoked,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",wading,F,29.0,N
2001.0,Unprovoked,USA,Texas,Galveston Island,unknown,M,16.0,N
2001.0,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",swimming,M,11.0,N
2001.0,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",swimming,M,,N
2001.0,Provoked,PHILIPPINES,Zamboanga del Sur Province,,fishing,M,24.0,N
2001.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,surfing,M,26.0,N
2001.0,Unprovoked,AUSTRALIA,New South Wales,Noraville,surfing,M,,N
2001.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",surfing,M,45.0,N
2001.0,Unprovoked,FIJI,Taveuni,,fishing,M,,Y
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,16.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,12.0,N
2001.0,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",unknown,M,,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,38.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,12.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",surfing,M,22.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19.0,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",surfing,M,22.0,N
2001.0,Unprovoked,USA,Hawaii,"Ewa Beach, O'ahu",surfing,M,,N
2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Unknown,16.0,N
2001.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,surfing,M,46.0,N
2001.0,Provoked,AUSTRALIA,New South Wales,Bronte Beach,other,M,,N
2001.0,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",standing,M,26.0,N
2001.0,Unprovoked,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",other,F,12.0,N
2001.0,Unprovoked,AUSTRALIA,New South Wales,Nambucca River Entrance,surfing,M,40.0,N
2001.0,Unprovoked,USA,Hawaii,"Sandy Beach, Oahu",surfing,M,,N
2001.0,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",surfing,M,,N
2001.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",swimming,M,20.0,Y
2001.0,Sea Disaster,CARIBBEAN SEA,,Between St. Maarten & Anguilla,other,Unknown,,Y
2001.0,Boating,AUSTRALIA,Western Australia,Albany (incident took place 200 metres from swimmers),fishing,Unknown,,N
2001.0,Unprovoked,AUSTRALIA,New South Wales,Broome Head,surfing,M,40.0,N
